 "pm20" , "pm20Label" , "life" , "nationality" , "activities" , "locations" , "count" ,
 "http://purl.org/pressemappe20/folder/pe/010282" , "Kotikow, Alexander" , "1902-1981" , "USSR" , "Politik; Politics; Militär; Military" , "Sowjetunion; USSR; Sowjetunion (1922-1991)" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/009030" , "Kahl, Wilhelm" , "1849-1932" , "Deutschland" , "Politik; Politics; Sozialwissenschaft; Social sciences" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/009030" , "Kahl, Wilhelm" , "1849-1932" , "Germany" , "Politik; Politics; Sozialwissenschaft; Social sciences" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/006664" , "Grzesinski, Albert" , "1879-1947" , "Deutschland" , "Politik; Politics; Trade union; Gewerkschaft" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/006664" , "Grzesinski, Albert" , "1879-1947" , "Germany" , "Politik; Politics; Trade union; Gewerkschaft" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/013819" , "Prempeh <Ashanti, King, I.>" , "1872-1931" , "Ghana" , "Staatsoberhaupt; Head of state" , "Ashanti Region; Ashanti Region" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/013819" , "Prempeh <Ashanti, King, I.>" , "1872-1931" , "Ghana" , "Staatsoberhaupt; Head of state" , "Ashanti Region; Ashanti Region" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/000336" , "Alessandri Palma, Arturo" , "1868-1950" , "Chile" , "Staatsoberhaupt; Head of state" , "Chile; Chile" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/000336" , "Alessandri Palma, Arturo" , "1868-1950" , "Chile" , "Staatsoberhaupt; Head of state" , "Chile; Chile" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/012378" , "Muhammad Rida <Iran, Schah>" , "1919-1980" , "Iran" , "Staatsoberhaupt; Head of state" , "Iran; Iran" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/012378" , "Muhammad Rida <Iran, Schah>" , "1919-1980" , "Iran" , "Staatsoberhaupt; Head of state" , "Iran; Iran" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/013253" , "Parseval, August von" , "1861-1942" , "Deutschland" , "Technik; Technique" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/013253" , "Parseval, August von" , "1861-1942" , "Germany" , "Technik; Technique" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/014821" , "Röntgen, Wilhelm Conrad" , "1845-1923" , "Deutschland" , "Technik; Technique; Naturwissenschaft; Natural science" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/014821" , "Röntgen, Wilhelm Conrad" , "1845-1923" , "Germany" , "Technik; Technique; Naturwissenschaft; Natural science" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/000593" , "Arco, Georg von" , "1869-1940" , "Deutschland" , "Technik; Technique; Naturwissenschaft; Natural science; Economy; Wirtschaft" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/000593" , "Arco, Georg von" , "1869-1940" , "Germany" , "Technik; Technique; Naturwissenschaft; Natural science; Economy; Wirtschaft" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/018079" , "Waltz, Heinrich" , "1881-1962" , "Deutschland" , "Wirtschaftswissenschaft; Economics" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/018079" , "Waltz, Heinrich" , "1881-1962" , "Germany" , "Wirtschaftswissenschaft; Economics" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/061590" , "Ritterbusch, Paul" , "1900-1945" , "Deutschland" , "Wirtschaftswissenschaft; Economics" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/061590" , "Ritterbusch, Paul" , "1900-1945" , "Germany" , "Wirtschaftswissenschaft; Economics" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/009748" , "Kleinmann, Wilhelm" , "1876-1945" , "Deutschland" , "Öffentliche Verwaltung; Public administration" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/009748" , "Kleinmann, Wilhelm" , "1876-1945" , "Germany" , "Öffentliche Verwaltung; Public administration" , "Deutschland; Germany" , "16" ,
 "http://purl.org/pressemappe20/folder/pe/002180" , "Borchgrave, Jacques de" , "1902-1936 " , "Belgien" , "Außenpolitik; Foreign policy" , "Belgien; Belgium" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/002180" , "Borchgrave, Jacques de" , "1902-1936 " , "Belgium" , "Außenpolitik; Foreign policy" , "Belgien; Belgium" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/044841" , "Wolff Metternich, Paul" , "1853-1934 " , "Deutschland" , "Außenpolitik; Foreign policy" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/044841" , "Wolff Metternich, Paul" , "1853-1934 " , "Germany" , "Außenpolitik; Foreign policy" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/003511" , "Coulondre, Robert" , "1885-1959" , "France" , "Außenpolitik; Foreign policy" , "Frankreich; France" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/003511" , "Coulondre, Robert" , "1885-1959" , "Frankreich" , "Außenpolitik; Foreign policy" , "Frankreich; France" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/013497" , "Petitpierre, Max" , "1899-1994" , "Schweiz" , "Außenpolitik; Foreign policy; Politik; Politics" , "Schweiz; Switzerland" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/013497" , "Petitpierre, Max" , "1899-1994" , "Switzerland" , "Außenpolitik; Foreign policy; Politik; Politics" , "Schweiz; Switzerland" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/006962" , "Hailey, William Malcolm Hailey" , "1872-1969" , "Großbritannien" , "Colonialism; Kolonialwesen" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/006962" , "Hailey, William Malcolm Hailey" , "1872-1969" , "United Kingdom" , "Colonialism; Kolonialwesen" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/042357" , "Zelewski, Emil von" , "1854-1891" , "Poland" , "Colonialism; Kolonialwesen; Militär; Military" , "Deutschland; Germany; Deutsch-Ostafrika; German East Africa" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/042357" , "Zelewski, Emil von" , "1854-1891" , "Polen" , "Colonialism; Kolonialwesen; Militär; Military" , "Deutschland; Germany; Deutsch-Ostafrika; German East Africa" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/015724" , "Schmitz, Hermann" , "1881-1960" , "Deutschland" , "Economy; Wirtschaft" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/015724" , "Schmitz, Hermann" , "1881-1960" , "Germany" , "Economy; Wirtschaft" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/002935" , "Campbell, Malcolm" , "1885-1949" , "Großbritannien" , "Economy; Wirtschaft" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/002935" , "Campbell, Malcolm" , "1885-1949" , "United Kingdom" , "Economy; Wirtschaft" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/007261" , "Hatry, Clarence Charles" , "1888-1965" , "Großbritannien" , "Economy; Wirtschaft" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/007261" , "Hatry, Clarence Charles" , "1888-1965" , "United Kingdom" , "Economy; Wirtschaft" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/005878" , "Gary, Elbert Henry" , "1846-1927" , "USA" , "Economy; Wirtschaft" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/005878" , "Gary, Elbert Henry" , "1846-1927" , "United States" , "Economy; Wirtschaft" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/040730" , "Young, Owen D." , "1855-1962" , "USA" , "Economy; Wirtschaft" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/040730" , "Young, Owen D." , "1855-1962" , "United States" , "Economy; Wirtschaft" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/015660" , "Schmidt, Guido" , "1901-1957" , "Austria" , "Economy; Wirtschaft; Außenpolitik; Foreign policy" , "Österreich; Austria" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/015660" , "Schmidt, Guido" , "1901-1957" , "Österreich" , "Economy; Wirtschaft; Außenpolitik; Foreign policy" , "Österreich; Austria" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/001810" , "Bismarck <Familie>" , "1815-" , "Deutschland" , "Gesellschaft; Society" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/001810" , "Bismarck <Familie>" , "1815-" , "Germany" , "Gesellschaft; Society" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/040045" , "Wilamowitz-Moellendorff, Ulrich von" , "1848-1931" , "Deutschland" , "Humanwissenschaft; Human science" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/040045" , "Wilamowitz-Moellendorff, Ulrich von" , "1848-1931" , "Germany" , "Humanwissenschaft; Human science" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/001397" , "Bell, Gertrude Lowthian" , "1868-1926" , "Großbritannien" , "Humanwissenschaft; Human science; Außenpolitik; Foreign policy" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/001397" , "Bell, Gertrude Lowthian" , "1868-1926" , "United Kingdom" , "Humanwissenschaft; Human science; Außenpolitik; Foreign policy" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/012451" , "Montessori, Maria" , "1870-1952" , "Italien" , "Humanwissenschaft; Human science; Medizin; Medicine" , "Italien; Italy" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/012451" , "Montessori, Maria" , "1870-1952" , "Italy" , "Humanwissenschaft; Human science; Medizin; Medicine" , "Italien; Italy" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/008122" , "Holz, Arno" , "1863-1929" , "Deutschland" , "Kultur; Culture" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/008122" , "Holz, Arno" , "1863-1929" , "Germany" , "Kultur; Culture" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/017038" , "Stehr, Hermann" , "1864-1940" , "Deutschland" , "Kultur; Culture" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/017038" , "Stehr, Hermann" , "1864-1940" , "Germany" , "Kultur; Culture" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/039977" , "Unruh, Fritz von" , "1885-1970" , "Deutschland" , "Kultur; Culture" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/039977" , "Unruh, Fritz von" , "1885-1970" , "Germany" , "Kultur; Culture" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/004780" , "Erenburg, Ilja G." , "1891-1967" , "Russia" , "Kultur; Culture" , "Russland; Russia" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/004780" , "Erenburg, Ilja G." , "1891-1967" , "Russland" , "Kultur; Culture" , "Russland; Russia" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/019298" , "Madariaga, Salvador de" , "1886-1978" , "Spain" , "Kultur; Culture" , "Spanien; Spain" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/019298" , "Madariaga, Salvador de" , "1886-1978" , "Spanien" , "Kultur; Culture" , "Spanien; Spain" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/022088" , "Meyer, Albert" , "1870-1953" , "Schweiz" , "Kultur; Culture; Politik; Politics" , "Schweiz; Switzerland" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/022088" , "Meyer, Albert" , "1870-1953" , "Switzerland" , "Kultur; Culture; Politik; Politics" , "Schweiz; Switzerland" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/022574" , "Nonne, Max" , "1861-1959" , "Hamburg" , "Medizin; Medicine" , "Hamburg; Hamburg" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/022574" , "Nonne, Max" , "1861-1959" , "Hamburg" , "Medizin; Medicine" , "Hamburg; Hamburg" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/011279" , "Bayern, Leopold von" , "1846-1930" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/011279" , "Bayern, Leopold von" , "1846-1930" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/004557" , "Eichhorn, Hermann von" , "1848-1918" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/004557" , "Eichhorn, Hermann von" , "1848-1918" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/001589" , "Bernhardi, Friedrich von" , "1849-1930" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/001589" , "Bernhardi, Friedrich von" , "1849-1930" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/007229" , "Hashagen, Ernst" , "1885-1947" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/007229" , "Hashagen, Ernst" , "1885-1947" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/016401" , "Seydlitz, Walther von" , "1888-1976" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/016401" , "Seydlitz, Walther von" , "1888-1976" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/023781" , "Prien, Günther" , "1908-1941" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/023781" , "Prien, Günther" , "1908-1941" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/032617" , "Tedder, Arthur William" , "1890-1967" , "Großbritannien" , "Militär; Military" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/032617" , "Tedder, Arthur William" , "1890-1967" , "United Kingdom" , "Militär; Military" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/001806" , "Bishop, William Henry Alexander" , "1897-1984" , "Großbritannien" , "Militär; Military" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/001806" , "Bishop, William Henry Alexander" , "1897-1984" , "United Kingdom" , "Militär; Military" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/010874" , "Land, Emory Scott" , "1879-1971" , "USA" , "Militär; Military" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/010874" , "Land, Emory Scott" , "1879-1971" , "United States" , "Militär; Military" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/018113" , "Wangenheim-Klein-Spiegel, Conrad von" , "1849-1926" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/018113" , "Wangenheim-Klein-Spiegel, Conrad von" , "1849-1926" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/009293" , "Kautsky, Karl" , "1854-1938" , "Austria" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/009293" , "Kautsky, Karl" , "1854-1938" , "Österreich" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/039695" , "Wissell, Rudolf" , "1869-1962" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/039695" , "Wissell, Rudolf" , "1869-1962" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/001156" , "Bauer, Gustav Adolf" , "1870-1944" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/001156" , "Bauer, Gustav Adolf" , "1870-1944" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/004046" , "Dinter, Artur" , "1876-1948" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/004046" , "Dinter, Artur" , "1876-1948" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/016677" , "Smets, Joseph" , "1893-1925" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/016677" , "Smets, Joseph" , "1893-1925" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/027061" , "Schmid, Carlo" , "1896-1979" , "France" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/027061" , "Schmid, Carlo" , "1896-1979" , "Frankreich" , "Politik; Politics" , "Deutschland; Germany" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/001705" , "Bichelonne, Jean" , "1904-1944" , "France" , "Politik; Politics" , "Frankreich; France" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/001705" , "Bichelonne, Jean" , "1904-1944" , "Frankreich" , "Politik; Politics" , "Frankreich; France" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/005771" , "Gailani, Raschid al-" , "1893-1965" , "Irak" , "Politik; Politics" , "Irak; Iraq" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/005771" , "Gailani, Raschid al-" , "1893-1965" , "Iraq" , "Politik; Politics" , "Irak; Iraq" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/022592" , "Nitti, Francesco Saverio" , "1868-1953" , "Italien" , "Politik; Politics" , "Italien; Italy" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/022592" , "Nitti, Francesco Saverio" , "1868-1953" , "Italy" , "Politik; Politics" , "Italien; Italy" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/003279" , "Cianetti, Tullio" , "1899-1976" , "Italien" , "Politik; Politics" , "Italien; Italy" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/003279" , "Cianetti, Tullio" , "1899-1976" , "Italy" , "Politik; Politics" , "Italien; Italy" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/013380" , "Pella, Giuseppe" , "1902-1981" , "Italien" , "Politik; Politics" , "Italien; Italy" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/013380" , "Pella, Giuseppe" , "1902-1981" , "Italy" , "Politik; Politics" , "Italien; Italy" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/012762" , "Meiji <Japan, Kaiser>" , "1852-1912" , "Japan" , "Politik; Politics" , "Japan; Japan" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/012762" , "Meiji <Japan, Kaiser>" , "1852-1912" , "Japan" , "Politik; Politics" , "Japan; Japan" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/008317" , "Huerta, Victoriano" , "1854-1916" , "Mexico" , "Politik; Politics" , "Mexiko; Mexico" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/008317" , "Huerta, Victoriano" , "1854-1916" , "Mexiko" , "Politik; Politics" , "Mexiko; Mexico" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/014505" , "Revoredo Iglesias, Armando" , "1897-1978" , "Peru" , "Politik; Politics" , "Peru; Peru" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/014505" , "Revoredo Iglesias, Armando" , "1897-1978" , "Peru" , "Politik; Politics" , "Peru; Peru" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/016798" , "Sosnkowski, Kazimierz" , "1885-1969 " , "Poland" , "Politik; Politics" , "Polen; Poland" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/016798" , "Sosnkowski, Kazimierz" , "1885-1969 " , "Polen" , "Politik; Politics" , "Polen; Poland" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/002383" , "Bratianu, Ion I.C." , "1864-1927" , "Romania" , "Politik; Politics" , "Rumänien; Romania" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/002383" , "Bratianu, Ion I.C." , "1864-1927" , "Rumänien" , "Politik; Politics" , "Rumänien; Romania" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/005765" , "Gafencu, Grigore" , "1892-1957" , "Romania" , "Politik; Politics" , "Rumänien; Romania" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/005765" , "Gafencu, Grigore" , "1892-1957" , "Rumänien" , "Politik; Politics" , "Rumänien; Romania" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/014075" , "Rakovski, Krast'o G." , "1873-1941" , "Bulgaria" , "Politik; Politics" , "Russland; Russia" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/014075" , "Rakovski, Krast'o G." , "1873-1941" , "Bulgarien" , "Politik; Politics" , "Russland; Russia" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/061771" , "Schröter, Carl" , "1887-1952" ,  , "Politik; Politics" , "Schleswig-Holstein; Schleswig-Holstein" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/016966" , "Stampfli, Walther" , "1884-1965" , "Schweiz" , "Politik; Politics" , "Schweiz; Switzerland" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/016966" , "Stampfli, Walther" , "1884-1965" , "Switzerland" , "Politik; Politics" , "Schweiz; Switzerland" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/010126" , "Kollontaj, Aleksandra M." , "1872-1952" , "Russia" , "Politik; Politics" , "Sowjetunion; USSR" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/010126" , "Kollontaj, Aleksandra M." , "1872-1952" , "Russland" , "Politik; Politics" , "Sowjetunion; USSR" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/014138" , "Rašín, Alois" , "1867-1923" , "Czechoslovakia" , "Politik; Politics" , "Tschechoslowakei; Czechoslovakia" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/014138" , "Rašín, Alois" , "1867-1923" , "Tschechoslowakei" , "Politik; Politics" , "Tschechoslowakei; Czechoslovakia" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/010497" , "Krofta, Kamil" , "1876-1945" , "Czechoslovakia" , "Politik; Politics" , "Tschechoslowakei; Czechoslovakia" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/010497" , "Krofta, Kamil" , "1876-1945" , "Tschechoslowakei" , "Politik; Politics" , "Tschechoslowakei; Czechoslovakia" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/000321" , "Aldrich, Winthrop William" , "1885-1974" , "USA" , "Politik; Politics" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/000321" , "Aldrich, Winthrop William" , "1885-1974" , "United States" , "Politik; Politics" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/003571" , "Crowley, Leo" , "1890-1972" , "USA" , "Politik; Politics" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/003571" , "Crowley, Leo" , "1890-1972" , "United States" , "Politik; Politics" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/005334" , "Flynn, Edward J." , "1891-1953" , "USA" , "Politik; Politics" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/005334" , "Flynn, Edward J." , "1891-1953" , "United States" , "Politik; Politics" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/008852" , "Johnson, Louis Arthur" , "1891-1966" , "USA" , "Politik; Politics" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/008852" , "Johnson, Louis Arthur" , "1891-1966" , "United States" , "Politik; Politics" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/012616" , "Müller, Lauro" , "1863-1926" , "Brasilien" , "Politik; Politics; Außenpolitik; Foreign policy" , "Brasilien; Brazil" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/012616" , "Müller, Lauro" , "1863-1926" , "Brazil" , "Politik; Politics; Außenpolitik; Foreign policy" , "Brasilien; Brazil" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/004887" , "Evatt, Herbert Vere" , "1894-1965" , "Australia" , "Politik; Politics; Außenpolitik; Foreign policy; Judikative; Judiciary" , "Australien; Australia" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/004887" , "Evatt, Herbert Vere" , "1894-1965" , "Australien" , "Politik; Politics; Außenpolitik; Foreign policy; Judikative; Judiciary" , "Australien; Australia" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/019084" , "MacKenna, Reginald" , "1863-1943" , "Großbritannien" , "Politik; Politics; Economy; Wirtschaft" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/019084" , "MacKenna, Reginald" , "1863-1943" , "United Kingdom" , "Politik; Politics; Economy; Wirtschaft" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/007364" , "Hearst, William Randolph" , "1863-1951" , "USA" , "Politik; Politics; Economy; Wirtschaft" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/007364" , "Hearst, William Randolph" , "1863-1951" , "United States" , "Politik; Politics; Economy; Wirtschaft" , "USA; United States" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/004071" , "Cemal Pasa" , "1872-1922" , "Turkey" , "Politik; Politics; Militär; Military" , "Osmanisches Reich (-1923); Ottoman Empire" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/004071" , "Cemal Pasa" , "1872-1922" , "Türkei" , "Politik; Politics; Militär; Military" , "Osmanisches Reich (-1923); Ottoman Empire" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/016641" , "Syrovy, Jan" , "1888-1970" ,  , "Politik; Politics; Staatsoberhaupt; Head of state; Militär; Military" , "Tschechoslowakei; Czechoslovakia" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/032607" , "Temple, William" , "1881-1944" , "Großbritannien" , "Religion; Religion" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/032607" , "Temple, William" , "1881-1944" , "United Kingdom" , "Religion; Religion" , "Großbritannien; United Kingdom" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/005410" , "Foucauld, Charles de" , "1858-1916" , "France" , "Religion; Religion; Expedition; Exploration" , "Algerien; Algeria; Marokko; Morocco" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/005410" , "Foucauld, Charles de" , "1858-1916" , "Frankreich" , "Religion; Religion; Expedition; Exploration" , "Algerien; Algeria; Marokko; Morocco" , "15" ,
 "http://purl.org/pressemappe20/folder/pe/047611" , "Held, Hermann" , "1890-1963" , "Deutschland" , "Sozialwissenschaft; Social sciences" , "Deutschland; Germany" , "15" ,
