 "pm20" , "pm20Label" , "life" , "nationality" , "activities" , "locations" , "count" ,
 "http://purl.org/pressemappe20/folder/pe/008832" , "Johannes, Kurt" , "1864-1913" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/008832" , "Johannes, Kurt" , "1864-1913" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/001288" , "Becker, Karl" , "1879-1940" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/001288" , "Becker, Karl" , "1879-1940" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/009750" , "Kleist, Ewald von" , "1881-1954" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/009750" , "Kleist, Ewald von" , "1881-1954" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/002947" , "Canaris, Wilhelm" , "1887-1945" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/002947" , "Canaris, Wilhelm" , "1887-1945" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/019010" , "Lütjens, Günther" , "1889-1941" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/019010" , "Lütjens, Günther" , "1889-1941" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/008821" , "Jodl, Alfred" , "1890-1946" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/008821" , "Jodl, Alfred" , "1890-1946" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/011610" , "Loerzer, Bruno" , "1891-1960" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/011610" , "Loerzer, Bruno" , "1891-1960" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/011253" , "Lent, Helmut" , "1918-1944" , "Deutschland" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/011253" , "Lent, Helmut" , "1918-1944" , "Germany" , "Militär; Military" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005002" , "Faucher, Louis Eugene" , "1874-1964" , "France" , "Militär; Military" , "Frankreich; France" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005002" , "Faucher, Louis Eugene" , "1874-1964" , "Frankreich" , "Militär; Military" , "Frankreich; France" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005992" , "Georges, Alphonse" , "1875-1951" , "France" , "Militär; Military" , "Frankreich; France" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005992" , "Georges, Alphonse" , "1875-1951" , "Frankreich" , "Militär; Military" , "Frankreich; France" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/013183" , "Pangalos, Theodoros" , "1878-1952" , "Greece" , "Militär; Military" , "Griechenland; Greece" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/013183" , "Pangalos, Theodoros" , "1878-1952" , "Griechenland" , "Militär; Military" , "Griechenland; Greece" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/007168" , "Harris, Arthur Travers" , "1892-1984" , "Großbritannien" , "Militär; Military" , "Großbritannien; United Kingdom" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/007168" , "Harris, Arthur Travers" , "1892-1984" , "United Kingdom" , "Militär; Military" , "Großbritannien; United Kingdom" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005422" , "Fourie, Josef Johannes" , "1878-1914" , "South Africa" , "Militär; Military" , "Südafrika; South Africa" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005422" , "Fourie, Josef Johannes" , "1878-1914" , "Südafrika" , "Militär; Military" , "Südafrika; South Africa" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/000645" , "Arnold, Henry Harley" , "1886-1950" , "USA" , "Militär; Military" , "USA; United States" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/000645" , "Arnold, Henry Harley" , "1886-1950" , "United States" , "Militär; Military" , "USA; United States" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/019098" , "MacNarney, Joseph T." , "1893-1972" , "USA" , "Militär; Military" , "USA; United States" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/019098" , "MacNarney, Joseph T." , "1893-1972" , "United States" , "Militär; Military" , "USA; United States" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/036805" , "Vandenberg, Hoyt S." , "1899-1954" , "USA" , "Militär; Military" , "USA; United States" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/036805" , "Vandenberg, Hoyt S." , "1899-1954" , "United States" , "Militär; Military" , "USA; United States" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/023744" , "Potiorek, Oskar" , "1853-1933" , "Austria" , "Militär; Military" , "Österreich; Austria" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/023744" , "Potiorek, Oskar" , "1853-1933" , "Österreich" , "Militär; Military" , "Österreich; Austria" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/003688" , "Dankl, Viktor" , "1854-1941" , "Austria" , "Militär; Military" , "Österreich; Austria" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/003688" , "Dankl, Viktor" , "1854-1941" , "Österreich" , "Militär; Military" , "Österreich; Austria" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/022851" , "Ott, Eugen" , "1889-1977" , "Deutschland" , "Militär; Military; Außenpolitik; Foreign policy" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/022851" , "Ott, Eugen" , "1889-1977" , "Germany" , "Militär; Military; Außenpolitik; Foreign policy" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/007779" , "Heydebreck, Joachim von" , "1861-1914" , "Deutschland" , "Militär; Military; Colonialism; Kolonialwesen" , "Deutsch-Südwestafrika; German South-West Africa; Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/007779" , "Heydebreck, Joachim von" , "1861-1914" , "Germany" , "Militär; Military; Colonialism; Kolonialwesen" , "Deutsch-Südwestafrika; German South-West Africa; Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005474" , "Franke, Victor" , "1866-1936" , "Czechoslovakia" , "Militär; Military; Colonialism; Kolonialwesen" , "Deutsch-Südwestafrika; German South-West Africa; Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005474" , "Franke, Victor" , "1866-1936" , "Tschechoslowakei" , "Militär; Military; Colonialism; Kolonialwesen" , "Deutsch-Südwestafrika; German South-West Africa; Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/004853" , "Estorff <Familie>" , "1911-" , "Deutschland" , "Militär; Military; Colonialism; Kolonialwesen" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/004853" , "Estorff <Familie>" , "1911-" , "Germany" , "Militär; Military; Colonialism; Kolonialwesen" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/000592" , "Arco auf Valley, Anton von" , "1897-1945" , "Austria" , "Militär; Military; Gesellschaft; Society" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/000592" , "Arco auf Valley, Anton von" , "1897-1945" , "Österreich" , "Militär; Military; Gesellschaft; Society" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/024853" , "Saito, Makoto" , "1858-1936" , "Japan" , "Militär; Military; Politik; Politics" , "Japan; Japan" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/024853" , "Saito, Makoto" , "1858-1936" , "Japan" , "Militär; Military; Politik; Politics" , "Japan; Japan" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005569" , "Freyberg, Bernard Cyril Freyberg" , "1889-1963" , "Großbritannien" , "Militär; Military; Öffentliche Verwaltung; Public administration" , "Großbritannien; United Kingdom; Neuseeland; New Zealand" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005569" , "Freyberg, Bernard Cyril Freyberg" , "1889-1963" , "United Kingdom" , "Militär; Military; Öffentliche Verwaltung; Public administration" , "Großbritannien; United Kingdom; Neuseeland; New Zealand" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005864" , "Gariboldi, Italo" , "1879-1970" , "Italien" , "Militär; Military; Öffentliche Verwaltung; Public administration" , "Italien; Italy; Libyen; Libya" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005864" , "Gariboldi, Italo" , "1879-1970" , "Italy" , "Militär; Military; Öffentliche Verwaltung; Public administration" , "Italien; Italy; Libyen; Libya" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/003499" , "Cosyns, Max" , "1906-1998" , "Belgien" , "Naturwissenschaft; Natural science" , "Belgien; Belgium" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/003499" , "Cosyns, Max" , "1906-1998" , "Belgium" , "Naturwissenschaft; Natural science" , "Belgien; Belgium" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/007711" , "Hertz, Heinrich" , "1857-1894" , "Deutschland" , "Naturwissenschaft; Natural science" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/007711" , "Hertz, Heinrich" , "1857-1894" , "Germany" , "Naturwissenschaft; Natural science" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/004298" , "Duden, Paul" , "1868-1954" , "Deutschland" , "Naturwissenschaft; Natural science" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/004298" , "Duden, Paul" , "1868-1954" , "Germany" , "Naturwissenschaft; Natural science" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/038051" , "Voigt, Alfred" , "1864-1935" , "Hamburg" , "Naturwissenschaft; Natural science" , "Deutschland; Germany; Hamburg; Hamburg" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/038051" , "Voigt, Alfred" , "1864-1935" , "Hamburg" , "Naturwissenschaft; Natural science" , "Deutschland; Germany; Hamburg; Hamburg" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/014308" , "Reh, Ludwig" , "1867-1940" , "Deutschland" , "Naturwissenschaft; Natural science" , "Deutschland; Germany; Hamburg; Hamburg" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/014308" , "Reh, Ludwig" , "1867-1940" , "Germany" , "Naturwissenschaft; Natural science" , "Deutschland; Germany; Hamburg; Hamburg" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/007189" , "Harteck, Paul" , "1902-1985" , "Austria" , "Naturwissenschaft; Natural science" , "Deutschland; Germany; Hamburg; Hamburg" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/007189" , "Harteck, Paul" , "1902-1985" , "Österreich" , "Naturwissenschaft; Natural science" , "Deutschland; Germany; Hamburg; Hamburg" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/002535" , "Broglie, Louis de" , "1892-1987" , "France" , "Naturwissenschaft; Natural science" , "Frankreich; France" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/002535" , "Broglie, Louis de" , "1892-1987" , "Frankreich" , "Naturwissenschaft; Natural science" , "Frankreich; France" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/063281" , "Tizard, Henry Thomas" , "1885-1959" , "Großbritannien" , "Naturwissenschaft; Natural science" , "Großbritannien; United Kingdom" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/063281" , "Tizard, Henry Thomas" , "1885-1959" , "United Kingdom" , "Naturwissenschaft; Natural science" , "Großbritannien; United Kingdom" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/000572" , "Appleton, Edward Victor" , "1892-1965" , "Großbritannien" , "Naturwissenschaft; Natural science" , "Großbritannien; United Kingdom" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/000572" , "Appleton, Edward Victor" , "1892-1965" , "United Kingdom" , "Naturwissenschaft; Natural science" , "Großbritannien; United Kingdom" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/001844" , "Blackett, Patrick M. S." , "1897-1974" , "Großbritannien" , "Naturwissenschaft; Natural science" , "Großbritannien; United Kingdom" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/001844" , "Blackett, Patrick M. S." , "1897-1974" , "United Kingdom" , "Naturwissenschaft; Natural science" , "Großbritannien; United Kingdom" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/012311" , "Micurin, Ivan V." , "1855-1935" , "Russia" , "Naturwissenschaft; Natural science" , "Sowjetunion; USSR" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/012311" , "Micurin, Ivan V." , "1855-1935" , "Russland" , "Naturwissenschaft; Natural science" , "Sowjetunion; USSR" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/019035" , "Lysenko, Trofim D." , "1898-1976" , "Ukraine" , "Naturwissenschaft; Natural science" , "Sowjetunion; USSR" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/019035" , "Lysenko, Trofim D." , "1898-1976" , "Ukraine" , "Naturwissenschaft; Natural science" , "Sowjetunion; USSR" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/004646" , "Eliot, Charles William" , "1834-1926" , "USA" , "Naturwissenschaft; Natural science" , "USA; United States" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/004646" , "Eliot, Charles William" , "1834-1926" , "United States" , "Naturwissenschaft; Natural science" , "USA; United States" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/028043" , "Schrödinger, Erwin" , "1887-1961" , "Austria" , "Naturwissenschaft; Natural science" , "Österreich; Austria" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/028043" , "Schrödinger, Erwin" , "1887-1961" , "Österreich" , "Naturwissenschaft; Natural science" , "Österreich; Austria" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/006698" , "Gürich, Georg" , "1859-1938" , "Deutschland" , "Naturwissenschaft; Natural science; Colonialism; Kolonialwesen" , "Hamburg; Hamburg; Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/006698" , "Gürich, Georg" , "1859-1938" , "Germany" , "Naturwissenschaft; Natural science; Colonialism; Kolonialwesen" , "Hamburg; Hamburg; Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/026145" , "Schillings, Carl G." , "1865-1921" , "Deutschland" , "Naturwissenschaft; Natural science; Expedition; Exploration" , "Deutschland; Germany; Ostafrika; East Africa" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/026145" , "Schillings, Carl G." , "1865-1921" , "Germany" , "Naturwissenschaft; Natural science; Expedition; Exploration" , "Deutschland; Germany; Ostafrika; East Africa" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/003703" , "Darwin, Charles" , "1809-1882" , "Großbritannien" , "Naturwissenschaft; Natural science; Expedition; Exploration" , "Großbritannien; United Kingdom; Welt; World" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/003703" , "Darwin, Charles" , "1809-1882" , "United Kingdom" , "Naturwissenschaft; Natural science; Expedition; Exploration" , "Großbritannien; United Kingdom; Welt; World" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/006088" , "Giemsa, Gustav" , "1867-1948" , "Deutschland" , "Naturwissenschaft; Natural science; Medizin; Medicine" , "Hamburg; Hamburg" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/006088" , "Giemsa, Gustav" , "1867-1948" , "Germany" , "Naturwissenschaft; Natural science; Medizin; Medicine" , "Hamburg; Hamburg" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/019325" , "Maier, Reinhold" , "1889-1971" , "Deutschland" , "Politik; Politics" , "Baden-Württemberg; Baden-Württemberg" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/019325" , "Maier, Reinhold" , "1889-1971" , "Germany" , "Politik; Politics" , "Baden-Württemberg; Baden-Württemberg" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/017752" , "VanIsacker, Philippe" , "1884-1951" , "Belgien" , "Politik; Politics" , "Belgien; Belgium" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/017752" , "VanIsacker, Philippe" , "1884-1951" , "Belgium" , "Politik; Politics" , "Belgien; Belgium" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/018204" , "Wauters, Arthur" , "1890-1960" , "Belgien" , "Politik; Politics" , "Belgien; Belgium" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/018204" , "Wauters, Arthur" , "1890-1960" , "Belgium" , "Politik; Politics" , "Belgien; Belgium" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005969" , "Genadiev, Nikola I." , "1868-1923" , "Bulgaria" , "Politik; Politics" , "Bulgarien; Bulgaria" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/005969" , "Genadiev, Nikola I." , "1868-1923" , "Bulgarien" , "Politik; Politics" , "Bulgarien; Bulgaria" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/000892" , "Bagranov, Ivan I." , "1891-1945" , "Bulgaria" , "Politik; Politics" , "Bulgarien; Bulgaria" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/000892" , "Bagranov, Ivan I." , "1891-1945" , "Bulgarien" , "Politik; Politics" , "Bulgarien; Bulgaria" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/010176" , "Koo, Wellington" , "1887/88[?]-1985" , "China" , "Politik; Politics" , "China; China" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/010176" , "Koo, Wellington" , "1887/88[?]-1985" , "China" , "Politik; Politics" , "China; China" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/022588" , "Nuschke, Otto" , "1883-1957" , "Deutschland" , "Politik; Politics" , "DDR; German Democratic Republic" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/022588" , "Nuschke, Otto" , "1883-1957" , "Germany" , "Politik; Politics" , "DDR; German Democratic Republic" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/012290" , "Miquel, Johannes von" , "1828-1901" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/012290" , "Miquel, Johannes von" , "1828-1901" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/000140" , "Adickes, Franz" , "1846-1915" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/000140" , "Adickes, Franz" , "1846-1915" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/011595" , "Loebell, Friedrich Wilhelm von" , "1855-1931" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/011595" , "Loebell, Friedrich Wilhelm von" , "1855-1931" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/006696" , "Guérard, Theodor von" , "1863-1943" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/006696" , "Guérard, Theodor von" , "1863-1943" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/000841" , "Backhaus, Alexander" , "1865-1927" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/000841" , "Backhaus, Alexander" , "1865-1927" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/022824" , "Oppersdorf, Hans Georg von" , "1866-1948" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/022824" , "Oppersdorf, Hans Georg von" , "1866-1948" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/002417" , "Brauns, Heinrich" , "1868-1939" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/002417" , "Brauns, Heinrich" , "1868-1939" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/015290" , "Saemisch, Friedrich Ernst Moritz" , "1869-1945" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/015290" , "Saemisch, Friedrich Ernst Moritz" , "1869-1945" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/040292" , "Winkler, Max" , "1875-1961 " , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/040292" , "Winkler, Max" , "1875-1961 " , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/009873" , "Knirsch, Hans" , "1877-1933" , "Austria" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/009873" , "Knirsch, Hans" , "1877-1933" , "Österreich" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/006424" , "Graf, Ulrich" , "1878-1950" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/006424" , "Graf, Ulrich" , "1878-1950" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/002427" , "Bredt, Johannes Victor" , "1879-1940" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/002427" , "Bredt, Johannes Victor" , "1879-1940" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/008297" , "Hübener, Erhard" , "1881-1958" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/008297" , "Hübener, Erhard" , "1881-1958" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/009128" , "Kanitz, Gerhard von" , "1885-1949" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/009128" , "Kanitz, Gerhard von" , "1885-1949" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/040044" , "Ulitz, Otto" , "1885-1972" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/040044" , "Ulitz, Otto" , "1885-1972" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/004440" , "Eberlein, Hugo" , "1887-1944" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/004440" , "Eberlein, Hugo" , "1887-1944" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/039804" , "Willikens, Werner" , "1893-1961 " , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/039804" , "Willikens, Werner" , "1893-1961 " , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/008298" , "Hueber, Franz" , "1894-1981" , "Austria" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/008298" , "Hueber, Franz" , "1894-1981" , "Österreich" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/002042" , "Börger, Wilhelm" , "1896-1962" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/002042" , "Börger, Wilhelm" , "1896-1962" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/007387" , "Hedler, Wolfgang" , "1899-1986" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/007387" , "Hedler, Wolfgang" , "1899-1986" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/016273" , "Seebohm, Hans-Christoph" , "1903-1967" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/016273" , "Seebohm, Hans-Christoph" , "1903-1967" , "Germany" , "Politik; Politics" , "Deutschland; Germany" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/009047" , "Kahr, Gustav von" , "1862-1934" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany; Bayern; Bavaria" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/009047" , "Kahr, Gustav von" , "1862-1934" , "Germany" , "Politik; Politics" , "Deutschland; Germany; Bayern; Bavaria" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/011439" , "Lieutenant, Arthur" , "1884-1968" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany; DDR; German Democratic Republic" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/011439" , "Lieutenant, Arthur" , "1884-1968" , "Germany" , "Politik; Politics" , "Deutschland; Germany; DDR; German Democratic Republic" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/001925" , "Blos, Wilhelm" , "1849-1927" , "Deutschland" , "Politik; Politics" , "Deutschland; Germany; Württemberg (bis 1945); Wuerttemberg" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/001925" , "Blos, Wilhelm" , "1849-1927" , "Germany" , "Politik; Politics" , "Deutschland; Germany; Württemberg (bis 1945); Wuerttemberg" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/003323" , "Clausen, Frits" , "1893-1947" , "Denmark" , "Politik; Politics" , "Dänemark; Denmark" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/003323" , "Clausen, Frits" , "1893-1947" , "Dänemark" , "Politik; Politics" , "Dänemark; Denmark" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/006875" , "Hackzell, Anders Verner" , "1881-1946" , "Finland" , "Politik; Politics" , "Finnland; Finland" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/006875" , "Hackzell, Anders Verner" , "1881-1946" , "Finnland" , "Politik; Politics" , "Finnland; Finland" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/013602" , "Pichon, Stephen" , "1857-1933" , "France" , "Politik; Politics" , "Frankreich; France" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/013602" , "Pichon, Stephen" , "1857-1933" , "Frankreich" , "Politik; Politics" , "Frankreich; France" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/017019" , "Steeg, Théodore" , "1868-1950" , "France" , "Politik; Politics" , "Frankreich; France" , "6" ,
 "http://purl.org/pressemappe20/folder/pe/017019" , "Steeg, Théodore" , "1868-1950" , "Frankreich" , "Politik; Politics" , "Frankreich; France" , "6" ,
